center_x,center_y,center_z,psi
7.0,3.0,6.0,0.0
6.9999013042806855,3.0314150997083815,6.0,0.00986953946182352
6.99960522101908,3.062825238608344,6.0,0.019738689291128445
6.999111761904045,3.0942254566748364,6.0,0.029607059870778208
6.9984209464165,3.1256107954494237,6.0,0.03947426161439968
6.997532801828658,3.1569762988232832,6.0,0.04933990498176337
6.996447363202946,3.188317013819832,6.0,0.059203600494161845
6.995164673390623,3.219627991376858,6.0,0.06906495874978559
6.993684783030087,3.250904287128037,6.0,0.07892359043909607
6.992007750544875,3.2821409621837043,6.0,0.08877910636019483
6.990133642141358,3.3133330839107606,6.0,0.09863111743418866
6.9880625318061265,3.344475726711595,6.0,0.10847923472054972
6.98579450130307,3.375563972801893,6.0,0.11832306943247023
6.983329640170149,3.406592912987209,6.0,0.12816223295221107
6.980668045715863,3.43755764743819,6.0,0.13799633684644386
6.9778098230154,3.4684532864643116,6.0,0.14782499288158554
6.9747550849065005,3.4992749512860177,6.0,0.15764781303912517
6.971503951984994,3.5300177748051365,6.0,0.1674644095309423
6.968056552600042,3.560676902373453,6.0,0.17727439481461615
6.964413022849069,3.5912474925593116,6.0,0.1870773816087251
6.9605735065723895,3.6217247179121372,6.0,0.19687298290813596
6.956538155347533,3.6521037657247426,6.0,0.2066608119992821
6.952307128483256,3.682379838793313,6.0,0.21644048247543055
6.947880593013255,3.7125481561749405,6.0,0.22621160825193629
6.943258723689571,3.742603953942587,6.0,0.23597380358148456
6.938441702975689,3.7725424859373686,6.0,0.2457266830693193
6.9334297210393405,3.8023590245180237,6.0,0.2554698616884579
6.9282229757449905,3.8320488613074666,6.0,0.2652029547948916
6.922821672646027,3.8616073079362927,6.0,0.27492557814277013
6.917226024976649,3.891029696783127,6.0,0.28463734789957157
6.911436253643443,3.920311381711695,6.0,0.2943378806612552
6.90545258721667,3.949447738804503,6.0,0.30402679346739747
6.899275261921234,3.978434167093006,6.0,0.3137037038163109
6.892904521627361,4.0072660892841565,6.0,0.32336822968014445
6.886340617840967,4.03593895248321,6.0,0.33301998951996525
6.879583809693737,4.064448228912681,6.0,0.34265860230082146
6.872634363932885,4.092789416627332,6.0,0.3522836875067843
6.865492554910633,4.12095804022508,6.0,0.36189486515597064
6.85815866457337,4.148949651553719,6.0,0.3714917558155439
6.850632982450529,4.1767598304133315,6.0,0.3810739806166933
6.842915805643155,4.2043841852542885,6.0,0.3906411612695912
6.835007438812175,4.231818353870729,6.0,0.4001929200783269
6.82690819416637,4.259058004089402,6.0,0.409728879955818
6.818618391450048,4.286098834453766,6.0,0.4192486644386966
6.8101383579304295,4.312936574903239,6.0,0.4287518977021719
6.801468428384715,4.339566987447491,6.0,0.43823820457486684
6.792608945086879,4.365985866835673,6.0,0.447707210553629
6.783560257794152,4.39218904122047,6.0,0.4571585418183161
6.774322723733214,4.418172372816891,6.0,0.46659182524655307
6.764896707586094,4.443931758555669,6.0,0.4760066884284624
6.755282581475767,4.469463130731183,6.0,0.4854027596813666
6.745480724951473,4.494762457643797,6.0,0.4947796680644612
6.735491524973722,4.519825744236513,6.0,0.5041370433934592
6.725315375899024,4.544649032725836,6.0,0.5134745162552049
6.714952679464322,4.569228403226751,6.0,0.5227917180222579
6.704403844771127,4.593559974371724,6.0,0.5320882808674463
6.69366928826937,4.61763990392361,6.0,0.5413638377783871
6.682749433740962,4.641464389382391,6.0,0.5506180225719758
6.67164471228306,4.665029668585629,6.0,0.5598504699088424
6.660355562291055,4.6883320203025605,6.0,0.5690608153077744
6.648882429441256,4.711367764821722,6.0,0.5782486951601066
6.637225766673306,4.734133264532012,6.0,0.587413746744074
6.6253860341722906,4.756624924497123,6.0,0.5965556082391333
6.613363699350574,4.778839193023213,6.0,0.6056739187402461
6.601159236829352,4.800772562219768,6.0,0.6147683182721272
6.588773128419906,4.822421568553529,6.0,0.6238384478034547
6.576205863104588,4.843782793395435,6.0,0.6328839492610454
6.563457937017514,4.864852863560455,6.0,0.6419044655439902
6.550529853424978,4.88562845184026,6.0,0.6508996405377518
6.537422122705585,4.90610627752862,6.0,0.6598691191282239
6.524135262330098,4.926283106939473,6.0,0.6688125472157495
6.5106697968410145,4.946155753917559,6.0,0.6777295717291013
6.497026257831855,4.965721080341547,6.0,0.6866198406394205
6.483205183926179,4.984975996619589,6.0,0.6954830029741127
6.469207120756319,5.003917462177191,6.0,0.704318708830705
6.455032620941839,5.022542485937368,6.0,0.7131266093906595
6.440682244067723,5.04084812679296,6.0,0.7219063569331435
6.426156556662276,5.058831494071068,6.0,0.7306576048487577
6.4114561321747665,5.076489747989531,6.0,0.7393800076532184
6.3965815509527815,5.093820100105354,6.0,0.7480732210009985
6.381533400219318,5.110819813755038,6.0,0.7567369016989202
6.3663122740496005,5.12748620448673,6.0,0.7653707077197036
6.350918773347629,5.143816640484131,6.0,0.7739742982154708
6.33535350582245,5.159808542982088,6.0,0.7825473335312008
6.319617085964176,5.175459386673815,6.0,0.7910894752181385
6.303710135019719,5.190766700109659,6.0,0.7996003860471571
6.287633280968261,5.205728066087383,6.0,0.8080797300220693
6.271387158496475,5.220341122033862,6.0,0.8165271723928946
6.254972408973459,5.23460356037816,6.0,0.8249423796690724
6.238389680425416,5.248513128915928,6.0,0.8333250196326282
6.221639627510076,5.262067631165049,6.0,0.84167476135129
6.204722911490846,5.275264926712489,6.0,0.8499912751915516
6.1876402002107085,5.288102931552293,6.0,0.858274232831687
6.170392168065856,5.300579618414676,6.0,0.866523307274711
