time,xi_x,xi_y,xi_z,dx_x,dx_y,dx_z,x_x,x_y,x_z,d_sigma_x,d_sigma_y,d_sigma_z,sigma_x,sigma_y,sigma_z,delta_x,delta_y,delta_z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.23648350082928,-29.23648350082928,-29.23648350082928,0.7076351649917072,0.7076351649917072,0.7076351649917072,0.0,0.0,0.0
0.01,0.013852149239712867,0.00809301301406005,0.17436807654331857,3.3654373095920507,3.531023847701524,20.965913718859905,0.03365437309592051,0.03531023847701524,0.20965913718859905,-20.252543210722045,-20.258302346947698,-20.092027283418442,0.5051097328844867,0.5050521415222302,0.5067148921575227,0.8733062124072761,0.8015941129162086,3.840191532459187
0.02,0.021059365755944283,0.011098107266439103,0.062486186266558136,6.594149533602513,7.027304630195826,12.659343145461111,0.09959586843194564,0.10558328477897351,0.3362525686432102,-14.09481142468347,-14.103004980105926,-14.102644259600337,0.36416161863765195,0.36402209172117095,0.36568844956151936,0.7659960866327684,0.6359364166228513,1.4185295131751805
0.03,0.07594399329986955,0.0655971366819205,0.14910250173931483,11.490843245116894,12.651243918976721,14.952564023660827,0.21450430088311456,0.23209572396874073,0.4857782088798185,-9.613765528773092,-9.619599585446872,-9.58996979133624,0.268023963349921,0.26782609586670225,0.26978875164815697,1.518552762320233,1.330784204626668,2.9777906724026435
0.04,0.1161427648054072,0.1117953995383757,0.1771398228178116,13.942356311722204,16.660883542235986,12.758584939540018,0.3539278640003366,0.3987045593911006,0.6133640582752187,-6.392836326566953,-6.390517212834751,-6.3912859059119,0.20409560008425148,0.20392092373835474,0.20587589258903796,2.204915798286632,2.117110527519344,3.459156500259831
0.05,0.15623247342500413,0.17082433886202764,0.2140349308698537,15.729173427010448,21.33425921942937,12.95470659474076,0.5112195982704411,0.6120471515853944,0.7429111242226263,-4.203381118763388,-4.182994282605809,-4.204689777008493,0.1620617888966176,0.16209098091229665,0.16382899481895302,2.9633289355207557,3.2637241067305407,4.140123271629133
0.06,0.17753472626181832,0.21480647883196446,0.2394063600414813,15.689144965816432,24.059574416320476,13.280033527672632,0.6681110479286054,0.8526428957485991,0.8757114594993526,-2.8247171648724536,-2.7883529906421862,-2.817900255749738,0.13381461724789306,0.13420745100587478,0.13564999226145563,3.3595165285335566,4.111636777851495,4.593994208843036
0.07,0.18309718652805818,0.23728835048548025,0.2514566871370859,14.535105908088347,24.594542574327374,13.006987058631395,0.813462107009489,1.0985883214918728,1.0057813300856666,-1.9756480419712952,-1.9326390494714785,-1.9596833833032092,0.11405813682818011,0.11488106051116,0.11605315842842354,3.444970865453273,4.523557642551093,4.7959302272569575
0.08,0.18150783326301978,0.24745823034237668,0.2566446849376096,13.130235627601394,24.094422909515767,12.454832452844695,0.9447644632855029,1.3395325505870304,1.1303296546141135,-1.4397049255418888,-1.3950912931698238,-1.4164643672158161,0.09966108757276122,0.10093014757946175,0.10188851475626537,3.392768102514405,4.699204324125843,4.874294835103684
0.09,0.17691339249900706,0.25117336535353574,0.2587255286206056,11.794221989074693,23.20696100997081,11.85437813428067,1.0627066831762497,1.5716021606867385,1.2488734359569202,-1.0878770367726456,-1.0436880710164465,-1.0590246455106294,0.08878231720503477,0.09049326686929729,0.09129826830115907,3.2843910733881985,4.755841316823995,4.899232985223822
