time,xi_x,xi_y,xi_z,dx_x,dx_y,dx_z,x_x,x_y,x_z,d_sigma_x,d_sigma_y,d_sigma_z,sigma_x,sigma_y,sigma_z,delta_x,delta_y,delta_z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.23648350082928,-29.23648350082928,-29.23648350082928,0.7076351649917072,0.7076351649917072,0.7076351649917072,0.0,0.0,0.0
0.01,0.0014500485099958238,-0.0027346308147543894,0.015892454847964674,1.624424784984502,-0.7383263086408655,0.8581679757973517,0.01624424784984502,-0.007383263086408655,0.008581679757973517,-20.264945311451765,-20.263660729147006,-20.250502905113795,0.5049857118771895,0.5049985577002372,0.5051301359405692,0.7238730066911566,-0.7384773845873662,0.8996529509124671
0.02,0.025393476110808565,0.0034299323713741442,0.1565201804525858,7.471582807236383,0.8576382536579787,19.26338970920984,0.09096007592220885,0.0011931194501711333,0.20121557685007194,-14.086670599172836,-14.109028438898422,-13.959976853839462,0.3641190058854612,0.36390827331125297,0.3655303674021746,0.8259577827741049,0.5438312190045768,3.2702994825671547
0.03,0.0441948125520447,0.0005524680082132855,0.17283899685832102,9.61855285432803,1.487126561707371,14.495580016630377,0.18714560446548917,0.016064385067244842,0.3461713770163757,-9.644136493731704,-9.68096272775923,-9.561124199871262,0.26767764094814417,0.2670986460336607,0.26991912540346197,0.9685930726549253,0.3700638132926471,3.4667100426984274
0.04,0.07537495385950665,0.007426017303059057,0.20917861136682847,12.3174971904971,3.07380879500101,12.852117860817165,0.3103205763704602,0.046802473017254945,0.4746925556245473,-6.421935797443331,-6.4703753868034575,-6.363637859114417,0.20345828297371085,0.20239489216562612,0.20628274681231779,1.411566786392867,0.35300960830718153,4.107580358432385
0.05,0.10707255499361717,0.026543503809742394,0.23606221371948138,14.518394038620201,5.781627139060914,11.1745077406324,0.4555045167566622,0.10461874440786409,0.5864376330308714,-4.231401996895254,-4.276686165169032,-4.196183540075,0.16114426300475831,0.1596280305139358,0.1643209114115678,1.9581893546467468,0.5396567836986125,4.571954793045698
0.06,0.15086959534008632,0.0646759458091338,0.2705959804043311,17.520822108127838,10.037663718607241,10.845144209932261,0.6307127378379406,0.2049953815939365,0.6948890751301939,-2.8228887489509713,-2.862135317192003,-2.8020757062165833,0.1329153755152486,0.13100667734201576,0.13630015434940196,2.809710897589877,1.1100451389781572,5.1826737602785595
0.07,0.2033968347377918,0.12310791397955945,0.3052901006518569,21.086563191500808,15.800841734728671,11.034723532364414,0.8415783697529486,0.3630037989412232,0.805236310453838,-1.929817830895955,-1.9562287061917727,-1.9245010603183044,0.11361719720628904,0.11144439028009803,0.11705514374621892,3.8549440864465523,2.209225306671579,5.781004307649927
0.08,0.253109013546305,0.1906942344242894,0.33002195381953925,24.288175806828605,21.798219578417218,10.900825747118594,1.0844601278212347,0.5809859947253954,0.914244567925024,-1.3567118026885607,-1.3634113452238048,-1.36936735939414,0.10005007917940344,0.09781027682785998,0.10336147015227752,4.805169919215668,3.5771814265178126,6.191605808393928
0.09,0.301351088560738,0.2585384411791226,0.3480879495946829,27.52931476972493,27.054660659191853,10.841226118762837,1.359753275518484,0.8515326013173139,1.0226568291126523,-0.9726276889711949,-0.9628888544163453,-1.0051387846738926,0.09032380228969149,0.08818138828369652,0.0933100823055386,5.675060915343813,4.891643450647448,6.484056743002584
