time,x,y,z,vx,vy,vz,phi,theta,psi,p,q,r
0.01,-2.3343824597365592e-05,6.066538632575318e-05,7.695989902698191e-06,-0.0050628068035307615,0.012132479057049603,0.0015344406747123875,-1.987693811977e-05,-0.024137631575457324,0.0019632839213416134,0.003792119532063124,-4.825617764187853,0.39250102136052495
0.02,-0.00014324642808425124,0.00024710352860164253,0.0008877421371705472,-0.019941633113657018,0.025837564429616468,0.1744328494187164,-0.015545911011078925,-0.046820338198765354,0.007563682619496474,-3.0654665014155786,0.2769016644642379,0.7160935463141327
0.03,-0.0004227869455918122,0.0006011843808181219,0.003449519773667799,-0.03584817188319317,0.04627202204596264,0.3378887335511517,-0.045731825370494444,-0.04350517896946174,0.016026482879528306,-2.8956009523040818,0.3312975244047654,0.9946228034688088
0.04,-0.0008550963642008757,0.0011961664492267236,0.0075984592940498905,-0.05048543981559025,0.07389921387329369,0.49183475339224214,-0.0742524151545473,-0.0392306846842923,0.026925696505318862,-2.718646061403879,0.3892909831314616,1.2310975497276964
0.05,-0.0014274262590792328,0.0020992749064867363,0.013240840013655573,-0.06384459727547223,0.10778155176629414,0.6365547195649827,-0.10094807269147213,-0.033910437179126514,0.03983631495391613,-2.5263357339090735,0.44316580958590335,1.4329034385322033
0.060000000000000005,-0.00212701229262141,0.0033686090186291675,0.020285909028250823,-0.07593142475538935,0.1470304958833742,0.7723577723803652,-0.1256288542091964,-0.027533103828018796,0.05440600897606929,-2.320549699627385,0.4934625065837782,1.6055824594329666
0.07,-0.002941196687412815,0.00505361015668575,0.028646034424752723,-0.08676020639831736,0.19080408950518576,0.8995582335314604,-0.14812795360679792,-0.02011518995993338,0.07034025884127916,-2.103567661190628,0.540395318387871,1.7534027446355773
0.08,-0.003857480219407791,0.0071955380937049895,0.038236726698453696,-0.09634752361166274,0.23830897799089282,1.0184693774295563,-0.16830555265387126,-0.01169803384348674,0.08739237642393068,-1.8779002499420643,0.5838511428114255,1.879628660714616
0.09,-0.0048635255776968336,0.009827970187434016,0.0489766232614992,-0.10470868357975513,0.2888029284256514,1.129402325775476,-0.1860511756478673,-0.0023460008813132437,0.10535562842843996,-1.6461733351772485,0.6233767929756612,1.9867373073675916
0.09999999999999999,-0.005947136074246731,0.012977328257086279,0.06078747742634282,-0.11185638549619192,0.34159781097889835,1.2326681012877012,-0.2012850131718228,0.007852259307593219,0.12405713040205761,-1.41105284052047,0.6577465147229814,2.0765389546041937
0.10999999999999999,-0.007096243904847771,0.01666343833094604,0.07359418664040694,-0.11780622763165485,0.39606316845059364,1.328583452203725,-0.2139688154228866,0.01871132876141541,0.14335982975460343,-1.1771250064151189,0.6712836246510582,2.1487561606184595
0.11999999999999998,-0.008299021835342112,0.020900134157332346,0.08732492909271053,-0.12259008407044422,0.45163121352448765,1.4174869092604627,-0.22409080757054117,0.030045241778061497,0.16315681871051205,-0.9439210796121068,0.6809770196335239,2.20772362814003
0.12999999999999998,-0.00954396210326602,0.025695996716073397,0.10191185805850739,-0.12623696341886226,0.5078191710081397,1.499834193376545,-0.23164195922510689,0.0417474435276335,0.18335728084429193,-0.711430339840471,0.6866552591440611,2.2543841940334732
0.13999999999999999,-0.010819797702537238,0.03105587921901356,0.11729505218624404,-0.12876623315815422,0.5643634354270787,1.5767541075819742,-0.23658720160018737,0.053668778323552255,0.20388427620998778,-0.47352921921665536,0.6810911790365626,2.2878522339316536
0.15,-0.012115400947944865,0.03698115637634837,0.1334213255872192,-0.13018695456404175,0.6208306855522516,1.648464600172992,-0.23892241758055624,0.06566651857329751,0.22467200307930546,-0.24156095356033044,0.6733595076870147,2.310950264085974
0.16,-0.01341970592027955,0.0434690318251702,0.15023944284007532,-0.13050178849987157,0.676821486829055,1.7151368680025418,-0.23870596817887138,0.07763731008385522,0.2456633568239855,-0.015830009235480114,0.6621676946399361,2.3242923802424835
0.17,-0.014721648100795673,0.050512923293346064,0.16769978156865603,-0.12970920501560135,0.7319776510867188,1.7769219246412564,-0.23600353396848553,0.08945586849699687,0.2668092186707314,0.20326910529645065,0.6442093841210688,2.327998651508571
0.18000000000000002,-0.016010149567327648,0.0581028698849302,0.18575416840198106,-0.1278086156412079,0.7859813549857886,1.833958227377348,-0.23089217224471845,0.10098619081287599,0.2880670669315116,0.41464670299917583,0.6201105703470888,2.323216748424783
0.19000000000000003,-0.01727414580459644,0.06622592998359951,0.20435576601150762,-0.12480501907962054,0.8385537884489564,1.8863743926164183,-0.22346802527496107,0.11203416596029936,0.309399585351125,0.6164854735555819,0.5770813604614466,2.3080211591993796
0.20000000000000004,-0.01850271111360667,0.07486654696920379,0.22345897032363743,-0.12072352101690136,0.8894500847312594,1.934288529427328,-0.2138544810338432,0.12231543201699174,0.3307730828394773,0.8063499935733197,0.5091481441098694,2.282593773173421
0.21000000000000005,-0.019685312750574505,0.08400686329982454,0.2430192844079171,-0.11561900299217823,0.9384544614939474,1.9778040736575757,-0.20220759278125755,0.13148752174715855,0.3521567240914253,0.9816227564289317,0.40937425243515085,2.2474502285686726
0.22000000000000006,-0.020812146479393917,0.09362698500455077,0.26299313639887173,-0.10958336999124249,0.9853748953720126,2.0170028028261866,-0.1887154055581045,0.13915583290717248,0.37352195898200513,1.1401917230365866,0.27258737248936094,2.204135012659621
0.23000000000000007,-0.021874530254448434,0.10370519132110619,0.2833376150910199,-0.10274946409631082,1.0300375744085815,2.0519352531024215,-0.17359081556337855,0.1449000407389243,0.39484255864167395,1.2809628175457248,0.09676465076153826,2.1553867256678902
