time,xi_x,xi_y,xi_z,dx_x,dx_y,dx_z,x_x,x_y,x_z,d_sigma_x,d_sigma_y,d_sigma_z,sigma_x,sigma_y,sigma_z,delta_x,delta_y,delta_z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.23648350082928,-29.23648350082928,-29.23648350082928,0.7076351649917072,0.7076351649917072,0.7076351649917072,0.0,0.0,0.0
0.01,-0.0013820383425523308,-0.009901002395597422,-0.0073351147257096905,0.176200361711652,-1.5968658911005749,-0.8644734888935807,0.0017620036171165198,-0.01596865891100575,-0.008644734888935806,-20.265013321619207,-20.25649435756616,-20.25906024523605,0.5049850317755151,0.5050702214160456,0.5050445625393467,-0.723105536637405,-0.8236798883490215,-0.7924534778030733
0.02,0.034993408100949336,-0.034343704551070914,0.14450926342336534,7.2692316538055906,-5.745583303775493,20.625225808846047,0.07445432015517243,-0.07342449194876068,0.19760752319952468,-14.077049791777727,-14.080314327536874,-13.9693611938034,0.36421453385773783,0.3642670781406769,0.36535095060131273,0.9662433240519239,-0.956531808525301,3.0223992128261035
0.03,0.039037892320976195,-0.04001392252989115,0.12391155423353928,8.224076309487957,-5.0087810916070925,14.246107205024801,0.156695083250052,-0.1235123028648316,0.34006859524977273,-9.652383015635893,-9.653106329967882,-9.6042525417975,0.26769070370137893,0.26773601484099807,0.26930842518333775,0.8874092224846569,-0.9026498135551013,2.459942287540414
0.04,0.06595301802988912,-0.04972313886092723,0.1516410113953519,11.20734138793092,-4.388178230232294,13.363526441228718,0.2687684971293612,-0.16739408516715454,0.4737038596620599,-6.431797859826111,-6.449554409551533,-6.4006071670995075,0.20337272510311782,0.20324047074548274,0.20530235351234266,1.2407838396838646,-0.9620844043442602,2.9337943942770517
0.05,0.09616269078493805,-0.04926945539842334,0.16576316815976327,14.041342811118346,-2.6333885867591587,11.771161064273764,0.40918192524054464,-0.19372797103474612,0.5914154703047976,-4.239474907550751,-4.281983234968686,-4.233908678164988,0.16097797602761033,0.16042063839579587,0.16296326673069278,1.7426497423594942,-0.8901100978797514,3.161003372780764
0.06,0.14062981513310358,-0.03898994363846986,0.19184798890819799,17.87590747340218,0.14223642778740198,11.772086045545894,0.5879409999745664,-0.1923056067568721,0.7091363307602565,-2.8279712698113624,-2.9123409886876375,-2.838459722436472,0.1326982633294967,0.1312972285089195,0.13457866950632807,2.5983825232382194,-0.6828715846626254,3.652096749772637
0.07,0.19274082237535906,-0.012461340736655252,0.21636672680253077,22.04126109021406,4.240444728115232,11.853740568137237,0.808353610876707,-0.1499011594757198,0.8276737364416289,-1.934323777334796,-2.0750491561722346,-1.9641437214172197,0.11335502555614874,0.11054673694719716,0.11493723229215588,3.6399218089197887,-0.2792885095575723,4.115021532727067
0.08,0.2430563996890639,0.029570008152344243,0.23123467865894964,25.598728004097914,9.242232454318064,11.283780842034526,1.0643408909176861,-0.05747883493253916,0.9405115448619742,-1.3600046060511457,-1.5017246671719553,-1.4127748586818125,0.09975497949563727,0.09552949027547761,0.10080948370533775,4.613600462655307,0.4913585051463878,4.3870307713416405
0.09,0.29480694902340865,0.0819445247110288,0.24243858934575646,29.01044221140866,14.265935129658434,10.819996504883612,1.3544453130317726,0.08518051636404517,1.0487115099108104,-0.9721989396924662,-1.08686382543025,-1.0495519468989172,0.09003299009871261,0.08466085202117511,0.09031396423634858,5.558195644374543,1.361855950106953,4.589216067729727
0.1,0.343919332643599,0.13904535041763572,0.2557092256164759,31.684648811506015,19.001753860372773,11.72305471200676,1.6712918011468327,0.2751980549677729,1.165942057030878,-0.7019069303459067,-0.7920156626046984,-0.7962695881483031,0.08301392079525355,0.07674069539512812,0.08235126835486554,6.400636901784936,2.48944034725435,4.830941532945427
0.11,0.35622179178854885,0.1748518013698676,0.2632274032476054,30.82327594643213,21.215110492009437,12.813883143551521,1.979524560611154,0.48734915988786726,1.2940808884663932,-0.5407707698745092,-0.5973404978555601,-0.620208279630943,0.07760621309650846,0.07076729041657252,0.07614918555855611,6.599569254795426,3.219217944862715,4.9639251237846285
0.12,0.3317166448890574,0.18131794272829765,0.2535348801334638,27.01492113328386,20.52199420624232,12.227914263482297,2.2496737719439928,0.6925691019502904,1.4163600311012163,-0.4572177367118012,-0.4796167066916491,-0.5073048848212784,0.07303403572939045,0.06597112334965603,0.07107613671034332,6.181144102869944,3.3455983884267395,4.77575098829795
0.13,0.3047519623866384,0.18273875589276178,0.24390597076210518,23.579179707862295,19.506746313355908,11.494677732103199,2.4854655690226157,0.8876365650838495,1.5313068084222483,-0.3975102128243654,-0.39443728090653907,-0.4225945610152103,0.06905893360114679,0.06202675054059064,0.06685019110019122,5.70823752386226,3.3698131272625544,4.587586207757179
0.14,0.2791944234973558,0.1824711390333017,0.23565206932271243,20.71696476386296,18.51073777880626,10.774382841717344,2.6926352166612455,1.072743942871912,1.6390506368394218,-0.3513270265750049,-0.32966390373097476,-0.35649589261621706,0.06554566333539674,0.05873011150328089,0.06328523217402905,5.245328660678707,3.360406521721906,4.424593721579153
0.15,0.2556898720194525,0.1812113161507971,0.22896124285434283,18.338198315749274,17.57682843369305,10.135643450415376,2.876017199818738,1.2485122272088427,1.7404070713435755,-0.3143018152278696,-0.2792906943560252,-0.3035429682565418,0.06240264518311805,0.055937204559720635,0.06024980249146363,4.805808585870061,3.3313829518405362,4.2911164349085
0.16,0.23388462090460083,0.17870382701582033,0.22320736037608957,16.3005974069812,16.655527101030376,9.547524117916295,3.03902317388855,1.4150674982191465,1.8358823125227386,-0.28429663933868166,-0.24003593616153412,-0.2607845421262867,0.05955967878973123,0.053536845198105296,0.05764195707020076,4.385933011183014,3.2773222364272843,4.1755126263541475
0.17,0.2137612801374642,0.17504694908828866,0.21810938865360496,14.528484158597092,15.7369927234076,8.999362155043883,3.184308015474521,1.5724374254532225,1.9258759340731775,-0.2594969069010159,-0.20927523579774238,-0.22590361908250634,0.05696470972072107,0.051444092840127874,0.0553829208793757,3.9883779386689735,3.2000157278828927,4.07253049147343
0.18,0.19532221341919298,0.17043139821454623,0.213505381960422,12.971934327193228,14.823197302247548,8.48466203989149,3.3140273587464533,1.720669398475698,2.0107225544720926,-0.2385684964597346,-0.18501064603033968,-0.1971649869153021,0.05457902475612372,0.04959398637982448,0.05341127101022268,3.616413862497462,3.1031726941316347,3.9791227945760714
0.19,0.1785441455749135,0.1650795369038125,0.2093091075422615,11.595882541006432,13.920959192598252,8.000229160107626,3.4299861841565176,1.8598789904016806,2.0907248460731687,-0.220552629750131,-0.16571439723140852,-0.1732504138336015,0.052373498458622415,0.047936842407510394,0.05167876687188667,3.2726965273897632,2.9912185587007722,3.893674445159355
0.2,0.16335557990279037,0.15920291451612223,0.20547207013330437,10.372885621378499,13.037543625348928,7.544309978865066,3.5337150403703026,1.9902544266551698,2.1661679458618193,-0.2047819781693463,-0.15022395033380181,-0.15315586262046532,0.050325678676928956,0.046434602904172374,0.050147208245682015,2.958487149083194,2.8684457356353774,3.81528901573996
0.21,0.14964134709416443,0.1529841315049454,0.2019618299153363,9.279868762256093,12.178904870003358,7.115401628284237,3.6265137279928634,2.1120434753552035,2.237321962144662,-0.19080095243130757,-0.13765753988074148,-0.13611504674656377,0.04841766915261588,0.04505802750536496,0.048786057778216374,2.673546650813379,2.7386382398649287,3.7433729600482475
0.22,0.13725895259033516,0.14657342519839656,0.19875253887081712,8.296989177220238,11.349385974701978,6.711834680693508,3.709483619765066,2.2255373351022234,2.304440308951597,-0.17829819908197347,-0.12734586636020107,-0.1215398350318137,0.04663468716179615,0.04378456884176295,0.04757065942789824,2.4164388432494417,2.6049829198316123,3.6774525635461632
0.23,0.12606029626875337,0.14009829611360036,0.19583276364364766,7.407711538803664,10.552580654906517,6.3328592682745,3.783560735153103,2.3310631416512884,2.3677689016343417,-0.16705115458551328,-0.11877225645440465,-0.10896366507530908,0.044964175615941016,0.0425968462772189,0.04648102277714515,2.1850619863898983,2.470242714134778,3.6173352026623435
0.24,0.11588269792071326,0.13363432150570675,0.19315453087939582,6.5965891203220925,9.788507194115406,5.9738823728056705,3.8495266263563237,2.4289482135924425,2.4275077253623984,-0.1569136854675851,-0.11156729825490846,-0.09805924898286944,0.043395038761265166,0.04148117329466982,0.04550043028731646,1.9766011009903117,2.3361304944755554,3.5620822983555565
0.25,0.10659458516115494,0.1272659330196082,0.19071721934767094,5.852607997997323,9.059295467391179,5.634843013605615,3.908052706336297,2.5195411682663544,2.4838561554984544,-0.14775396454031414,-0.10541983818932046,-0.08852486750662458,0.041917499115862025,0.040426974912776616,0.04461518161225021,1.7885963582548903,2.204540005500626,3.5117037819351062
0.26,0.09806850755885099,0.12104272309855535,0.18849812955810918,5.165866445699813,8.364738944831451,5.313491148408158,3.959711370793295,2.603188557714669,2.536991066982536,-0.139474602736921,-0.10010643232183075,-0.08014194907028116,0.04052275308849281,0.039425910589558306,0.0438137621215474,1.6184980484393956,2.0766302758397783,3.4657584160159964
0.27,0.09019502997843354,0.1150020209497975,0.1864818148343672,4.528499876246325,7.704374335410676,5.008329512814694,4.004996369555759,2.680232301068776,2.587074362110683,-0.13199062068469966,-0.09545353549190136,-0.07272917278415619,0.03920284688164582,0.038471375234639296,0.04308647039370584,1.4640268384498187,1.9532807475494247,3.423947009506779
0.28,0.08287962900152035,0.10916719057256907,0.18465232133988652,3.934107006744267,7.077166124140251,4.7178656163360575,4.0443374396232015,2.7510039623101785,2.634253018274044,-0.12522792102028144,-0.09132999368770753,-0.0661411612542217,0.037950567671443,0.03755807529776222,0.04242505878116362,1.323161056464353,1.8350527190124761,3.3859562608080584
0.29,0.07604242066211775,0.10355155912316016,0.182995524441667,3.3775739115236,6.481758527326641,4.440846541737577,4.0781131787384375,2.815821547583445,2.6786614836914198,-0.11911968338996096,-0.0876358907969188,-0.06025847364582382,0.036759370837543395,0.036681716389793034,0.041822474044705384,1.1941603024374778,1.7222703457647084,3.3515069414294985
0.3,0.06961660785477797,0.0981603185284583,0.1814984870843439,2.8548462194623925,5.916546589689947,4.176192127361741,4.106661640933061,2.8749870134803444,2.7204234049650373,-0.11360489144161537,-0.08429544755509838,-0.05498266712548458,0.03562332192312724,0.035838761914242054,0.04127264737345054,1.0755493146249226,1.6150631430155988,3.320341537940046
0.31,0.06354699725615376,0.09299242212332182,0.1801494574574236,2.362745738447638,5.379765497793725,3.922990924990572,4.1302890983175375,2.9287846684582814,2.759653314214943,-0.10862730251842756,-0.0812512526850484,-0.050231947039106384,0.034537048897942964,0.03502624938739157,0.040770327903059476,0.966094043434924,1.5134099948556117,3.292224750085623
0.32,0.057787193892367306,0.088038283729992,0.1789267783126216,1.8986981635821853,4.869220356586296,3.6794288743471197,4.149276079953359,2.9774768720241442,2.7964476029584144,-0.10413613727538923,-0.07846369975077971,-0.04594888590922405,0.03349568752518907,0.034241612389883776,0.040310839043967234,0.8647495730793673,1.4171029364599288,3.2667170380756456
0.33,0.052304377201663144,0.08329985107618398,0.1778524340953238,1.461116080509054,4.384060518980947,3.4479649679798605,4.1638872407584495,3.0213174772139535,2.830927252638213,-0.10007937464245795,-0.07588843586864227,-0.04204304742538148,0.03249489377876449,0.033482728031197354,0.03989040856971342,0.770735811003195,1.326139107168897,3.2442703746010837
