time,xi_x,xi_y,xi_z,dx_x,dx_y,dx_z,x_x,x_y,x_z,d_sigma_x,d_sigma_y,d_sigma_z,sigma_x,sigma_y,sigma_z,delta_x,delta_y,delta_z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.23648350082928,-29.23648350082928,-29.23648350082928,0.7076351649917072,0.7076351649917072,0.7076351649917072,0.0,0.0,0.0
0.01,-0.00578197239466343,0.0244134712436859,0.00952073267468849,-1.8381185451559647,1.9991114472497462,0.7111857629712589,-0.01838118545155965,0.019991114472497462,0.0071118576297125894,-20.260613387567094,-20.241981888718072,-20.256874627287072,0.5050290311160363,0.5052153461045265,0.5050664187188365,-0.7739403228037942,1.0148395101569352,0.8190019370365518
0.02,-0.0060763981718973265,0.0388157379777625,-0.009955347657775861,-3.2681591990172523,3.55665187389603,-2.1732193919754867,-0.05106277744173217,0.05555763321145776,-0.014620336290042276,-14.107317334608307,-14.080296675300746,-14.104585964529035,0.3639558577699532,0.364412379351519,0.36402055907354613,-0.5748210510434599,1.0249660407904302,-0.6217810977301317
0.03,-0.11742806914012079,0.16865724339310018,0.2830672931564605,-13.5482697444092,14.660066288169517,21.85796109276653,-0.18654547488582418,0.20215829609315294,0.20395927463762303,-9.565626300475767,-9.529161992182036,-9.402079855925802,0.26829959476519555,0.2691207594296986,0.2699997605142881,-2.32684331523309,3.3796666429713094,5.610829917351371
0.04,-0.08914035806889792,0.16175369977380283,0.2300839625781692,-9.120810306311379,11.745332799699451,13.495609125188214,-0.27775357794893796,0.31961162409014743,0.33891536588950516,-6.429124765178905,-6.384173386487031,-6.345448083885394,0.20400834711340649,0.2052790255648283,0.20654527967543415,-1.6715165146604758,3.1422225460633975,4.519704957137049
0.05,-0.08760014266895799,0.18563719520083866,0.2495413162042464,-7.440753717816256,12.354034904791725,12.987679335789917,-0.3521611151271005,0.44315197313806465,0.46879215924740436,-4.269118681231889,-4.213259892328563,-4.191431590187782,0.1613171603010876,0.16314642664154266,0.16463096377355632,-1.5776974727539557,3.5682150722862533,4.830489580555665
0.06,-0.0748937120256723,0.20015247676450776,0.24984716981241728,-4.739931161621298,12.483646443296362,11.058458600997795,-0.3995604267433135,0.5679884375710282,0.5793767452573824,-2.9042291090992105,-2.835862803361347,-2.832517878858442,0.13227486921009549,0.1347877986079292,0.1363057849849719,-1.2963405307847762,3.819998628988462,4.794383640069949
0.07,-0.058164260768151954,0.2247290507663524,0.26215670832432636,-1.6337216924412337,14.084947470553915,10.387332319394936,-0.4158976436677258,0.7088379122765673,0.6832500684513317,-2.0569227787533615,-1.9617503338337405,-1.9677961827934172,0.11170564142256187,0.11517029526959179,0.11662782315703772,-0.9689715978339258,4.279895941465858,4.997892806832343
0.08,-0.033808664020361034,0.2586294957676898,0.27679649327553213,1.6258833513037199,16.600700872732983,9.938596840539649,-0.3996388101546886,0.8748449210038971,0.7826360368567282,-1.5269586269271256,-1.3914426843759191,-1.4113675073206506,0.09643605515329061,0.10125586842583259,0.10251414808383122,-0.555131716175591,4.910712509751105,5.249039669260345
0.09,-0.0054213564157113425,0.29771904208605826,0.29147286593795974,4.473300161116274,19.44167068423273,9.669240593736488,-0.3549058085435259,1.0692616278462244,0.8793284427940931,-1.1841926407234336,-1.004904343092428,-1.0413020079964987,0.08459412874605628,0.09120682499490831,0.09210112800386623,-0.1584849373892962,5.611691349265152,5.5011826845334415
