time,in1,in2,in3,in1_obs,in2_obs,in3_obs,in1_e_1st,in2_e_1st,in3_e_1st,out1,out2,out3,out1_obs,out2_obs,out3_obs,out1_e_1st,out2_e_1st,out3_e_1st
0.01,0.0,0.0,-0.056190329520891764,0.0,0.0,0.0,0.0,0.0,0.0,0.8070400177935566,-0.021724246677936418,-0.5128521605156133,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0.0,0.0,-0.08928811797511498,0.0,0.0,0.10075123680124545,-0.00824091199114603,-0.007376603677572345,0.002007121826629601,0.8123242547761409,-0.019670074002410505,-0.5026609965552856,0.05081698157321814,-0.016229221582965487,-0.045543946521883254,3.9748025988328886e-05,-4.1349557231008645e-07,-2.564500260218872e-05
0.03,0.0,0.0,-0.134314515425961,0.0,0.0,0.23577601340866328,-0.03139270808962346,-0.004102512310859974,0.00647479553935113,0.817338293052447,-0.01760778122171066,-0.49217509659578174,0.11231708253850733,0.02753549072610961,0.06239225968010805,8.526747825276101e-05,2.1866356069568087e-05,0.0008090003338256182
0.04,0.0,0.0,-0.1775995079272075,0.0,0.0,0.3761347875830495,-0.04143502551303402,0.0285551865559726,0.007560150754051084,0.8220806506639466,-0.01553824102045776,-0.48139914016339114,0.18025098996241226,0.08988498685678882,0.2081033957744506,0.00012694818157004377,9.007658164727505e-05,0.002686897390094404
0.05,0.0,0.0,-0.2187041326279673,0.0,0.0,0.5225163181267138,-0.02796810601681081,0.02159711364529494,0.00894370207999929,0.8265499352421068,-0.01346232906166977,-0.4703379557543498,0.2566483174403079,0.16048421874649693,0.3626405411154761,0.00020304521986055457,0.00014807440905602293,0.0033994733922968097
0.060000000000000005,0.0,0.0,-0.2572019007540216,0.0,0.0,0.6685017622249843,-0.0159695866208584,0.01545354206276085,0.008847293005810886,0.8307448444185267,-0.011380923615682863,-0.45899651867956487,0.3385860882670223,0.23457398680423885,0.5171087505911751,0.00026866845758341984,0.00017960277595251227,0.003393411707105092
0.07,0.0,0.0,-0.2927491972532717,0.0,0.0,0.8096710757003007,-0.0055541717070920205,0.01007832413780621,0.0077363017332339815,0.8346641662055999,-0.009294905188008212,-0.44737994883847815,0.42352360111720966,0.30871920456205537,0.6656891043733855,0.00031022605001840937,0.0001801410476177331,0.002904863010700913
0.08,0.0,0.0,-0.32508707096199263,0.0,0.0,0.9419252655431033,0.0029199199921859653,0.005465749801666059,0.005959501686456453,0.8383067793475897,-0.007205156146282501,-0.4354935084230539,0.509365621358569,0.3797261248120895,0.8028404136010677,0.0003236531392901811,0.00015152448286420532,0.0021090162925972294
0.09,0.0,0.0,-0.35403925718797935,0.0,0.0,1.0601194872482917,0.008260715050243644,0.0016610459916984455,0.00380151903988582,0.8416716536420207,-0.005112560346470313,-0.42334259955292264,0.5942642256490522,0.44374797619791506,0.9207865574214725,0.0003096580014854038,0.00010013664112113949,0.0011534933360741323
0.09999999999999999,0.0,0.0,-0.3794978176809828,0.0,0.0,1.1540170547854183,0.011850218245142291,-0.0012017151410437243,0.0015142220160108272,0.8447578502312855,-0.0030180027584771696,-0.41093276184273636,0.6764547784268566,0.49347008846903967,0.9947888537936658,0.00027199925179447436,3.64316116189178e-05,0.00017875610800842379
0.10999999999999999,0.0,0.0,-0.4015198282129818,0.0,0.0,1.0783585248545906,0.014163024177393957,-0.0026841747055043885,-0.00063826904644676,0.8475645218643932,-0.0009223690913319515,-0.3982696699028228,0.7540999038188879,0.4491338374284631,0.8935285670781328,0.00021663912188742834,-2.303116857300773e-05,-0.000626666840541204
0.11999999999999998,0.0,0.0,-0.42023238295239834,0.0,0.0,0.9766983395338139,0.01535857037356575,-0.003545931345771011,-0.002080538598774745,0.8500909131287822,0.001173454581902283,-0.38535913077426104,0.8251175596616095,0.3990079635137357,0.7779677961390553,0.0001516161400759771,-3.762945544794928e-05,-0.0010629720029013273
0.12999999999999998,0.0,0.0,-0.4357037543593688,0.0,0.0,0.8638014197492262,0.01552702313252402,-0.003990879740384423,-0.0031644669286390315,0.85233636065213,0.0032685821993299106,-0.37220708129952884,0.8867044488225753,0.3478890107509251,0.655028758690581,8.57498117673005e-05,-4.070126400275778e-05,-0.0013615680065305613
0.13999999999999999,0.0,0.0,-0.4480143473411723,0.0,0.0,0.7440657978119547,0.015000995709021525,-0.003987628371207502,-0.004003738337597679,0.8543002932741178,0.0053621280853777395,-0.35881958542990433,0.9326723465766166,0.2964935532660923,0.5278462431001087,2.6613296633835534e-05,-4.158905466554105e-05,-0.0015595156857401843
0.15,0.0,0.0,-0.4572261600257406,0.0,0.0,0.6199000255987098,0.013938400877598567,-0.0036291255458838767,-0.004629986924220952,0.8559822321880944,0.007453207325744238,-0.34520283147083064,0.8926447220785202,0.24491353498287688,0.39838343004014576,-1.530098438721865e-05,-4.218966442539815e-05,-0.001674404034760768
