A,T,r_fntsmc_obs
0.5208333333333334,6.758620689655173,-477.9510659102503
0.5208333333333334,6.862068965517241,-477.8548931468428
0.5208333333333334,6.9655172413793105,-477.56111527285594
0.5208333333333334,7.068965517241379,-476.96400260559045
0.5208333333333334,7.172413793103448,-476.05994792324856
0.5208333333333334,7.275862068965518,-474.83029743782015
0.5208333333333334,7.379310344827586,-473.2582866341985
0.5208333333333334,7.482758620689655,-471.4082153287083
0.5208333333333334,7.586206896551724,-469.32819974947483
0.5208333333333334,7.689655172413794,-467.10280998348924
0.5208333333333334,7.793103448275862,-464.8030088567817
0.5208333333333334,7.896551724137931,-462.4984981144639
0.5208333333333334,8.0,-460.26724998471303
0.625,5.0,-683.7606145440808
0.625,5.103448275862069,-688.910999553746
0.625,5.206896551724138,-692.8407648765226
0.625,5.310344827586207,-694.9103252532251
0.625,5.413793103448276,-694.8600735760091
0.625,5.517241379310345,-692.8212897477966
0.625,5.620689655172414,-689.3562887932384
0.625,5.724137931034483,-684.9865608445241
0.625,5.827586206896552,-680.2760712498078
0.625,5.931034482758621,-675.8113334470767
0.625,6.0344827586206895,-671.9592055413044
0.625,6.137931034482759,-668.9385731694929
0.625,6.241379310344827,-666.8480999217393
0.625,6.344827586206897,-665.6369522633482
0.625,6.448275862068965,-665.1380457259022
0.625,6.551724137931035,-665.1736808412478
0.625,6.655172413793103,-665.490876931078
0.625,6.758620689655173,-665.8835390639173
0.625,6.862068965517241,-666.1197604901886
0.625,6.9655172413793105,-666.0735158844844
0.625,7.068965517241379,-665.5730549472744
0.625,7.172413793103448,-664.5793020927516
0.625,7.275862068965518,-663.0885792175889
0.625,7.379310344827586,-661.0978533176842
0.625,7.482758620689655,-658.6830101751677
0.625,7.586206896551724,-655.9083369221785
0.625,7.689655172413794,-652.8779086077105
0.625,7.793103448275862,-649.7003358658153
0.625,7.896551724137931,-646.486226385507
0.625,8.0,-643.3427575069205
0.7291666666666667,5.0,-911.7284030790407
0.7291666666666667,5.103448275862069,-918.1153120285188
0.7291666666666667,5.206896551724138,-922.9800265662292
0.7291666666666667,5.310344827586207,-925.3161024260605
0.7291666666666667,5.413793103448276,-924.8686322247105
0.7291666666666667,5.517241379310345,-921.8375628514858
0.7291666666666667,5.620689655172414,-916.9167465145066
0.7291666666666667,5.724137931034483,-910.8726183576663
0.7291666666666667,5.827586206896552,-904.51450706102
0.7291666666666667,5.931034482758621,-898.5332419614136
0.7291666666666667,6.0344827586206895,-893.4709276261531
0.7291666666666667,6.137931034482759,-889.6136574070604
0.7291666666666667,6.241379310344827,-887.0736344070708
0.7291666666666667,6.344827586206897,-885.7615561555
0.7291666666666667,6.448275862068965,-885.4777326702226
0.7291666666666667,6.551724137931035,-885.9269599325187
0.7291666666666667,6.655172413793103,-886.7590358923063
0.7291666666666667,6.758620689655173,-887.6988391071485
0.7291666666666667,6.862068965517241,-888.420217469467
0.7291666666666667,6.9655172413793105,-888.7112511207787
0.7291666666666667,7.068965517241379,-888.4094179866763
0.7291666666666667,7.172413793103448,-887.3981201961085
0.7291666666666667,7.275862068965518,-885.6427265329509
0.7291666666666667,7.379310344827586,-883.1929791652781
0.7291666666666667,7.482758620689655,-880.1301137408958
0.7291666666666667,7.586206896551724,-876.5423175179503
0.7291666666666667,7.689655172413794,-872.5881948236926
0.7291666666666667,7.793103448275862,-868.3934635847854
0.7291666666666667,7.896551724137931,-864.1190283679556
0.7291666666666667,8.0,-859.9100012161992
0.8333333333333334,5.0,-1174.6651928116273
0.8333333333333334,5.103448275862069,-1182.4411432043337
0.8333333333333334,5.206896551724138,-1188.2284315534064
0.8333333333333334,5.310344827586207,-1190.7705672022144
0.8333333333333334,5.413793103448276,-1189.7619855948412
0.8333333333333334,5.517241379310345,-1185.5368793320033
0.8333333333333334,5.620689655172414,-1178.9568033125763
0.8333333333333334,5.724137931034483,-1170.953813658883
0.8333333333333334,5.827586206896552,-1162.666844931254
0.8333333333333334,5.931034482758621,-1154.9304856346441
0.8333333333333334,6.0344827586206895,-1148.5082249710138
0.8333333333333334,6.137931034482759,-1143.7537460482833
0.8333333333333334,6.241379310344827,-1140.695093371292
0.8333333333333334,6.344827586206897,-1139.3088506189997
0.8333333333333334,6.448275862068965,-1139.3277506812099
0.8333333333333334,6.551724137931035,-1140.2587013347165
0.8333333333333334,6.655172413793103,-1141.7470429793602
0.8333333333333334,6.758620689655173,-1143.3787856104752
0.8333333333333334,6.862068965517241,-1144.6741428691778
0.8333333333333334,6.9655172413793105,-1145.4180452797023
0.8333333333333334,7.068965517241379,-1145.3558135086682
0.8333333333333334,7.172413793103448,-1144.3551011142738
0.8333333333333334,7.275862068965518,-1142.3808219947916
0.8333333333333334,7.379310344827586,-1139.430477725043
0.8333333333333334,7.482758620689655,-1135.6587111639124
0.8333333333333334,7.586206896551724,-1131.2095562260274
0.8333333333333334,7.689655172413794,-1126.1834610946332
0.8333333333333334,7.793103448275862,-1120.8130191057116
0.8333333333333334,7.896551724137931,-1115.3600689039838
0.8333333333333334,8.0,-1109.9349454281312
0.9375,5.0,-1472.635691068868
0.9375,5.103448275862069,-1481.839562039006
0.9375,5.206896551724138,-1488.546849501917
0.9375,5.310344827586207,-1491.246592151889
0.9375,5.413793103448276,-1489.6297958022535
0.9375,5.517241379310345,-1484.0051307000886
0.9375,5.620689655172414,-1475.4039848165346
0.9375,5.724137931034483,-1465.2427530002979
0.9375,5.827586206896552,-1454.7478074164
0.9375,5.931034482758621,-1445.0885669144789
0.9375,6.0344827586206895,-1437.114681508541
0.9375,6.137931034482759,-1431.2474980115396
0.9375,6.241379310344827,-1427.7097898625996
0.9375,6.344827586206897,-1426.3083905637254
0.9375,6.448275862068965,-1426.6605725743368
0.9375,6.551724137931035,-1428.2389572144998
0.9375,6.655172413793103,-1430.5169215071987
0.9375,6.758620689655173,-1432.9172569624466
0.9375,6.862068965517241,-1434.9354974821551
0.9375,6.9655172413793105,-1436.193513703341
0.9375,7.068965517241379,-1436.4416317930986
0.9375,7.172413793103448,-1435.5629591373972
0.9375,7.275862068965518,-1433.3656541981545
0.9375,7.379310344827586,-1429.872319868738
0.9375,7.482758620689655,-1425.274055406594
0.9375,7.586206896551724,-1419.8039143050364
0.9375,7.689655172413794,-1413.6286894447637
0.9375,7.793103448275862,-1406.987427117982
0.9375,7.896551724137931,-1400.1529058614394
0.9375,8.0,-1393.3643124719733
1.0416666666666667,5.0,-1805.7208393322553
1.0416666666666667,5.103448275862069,-1816.3927570542876
1.0416666666666667,5.206896551724138,-1824.1079975383625
1.0416666666666667,5.310344827586207,-1826.9619165636423
1.0416666666666667,5.413793103448276,-1824.533730387015
1.0416666666666667,5.517241379310345,-1817.2702183477986
1.0416666666666667,5.620689655172414,-1806.479923611615
1.0416666666666667,5.724137931034483,-1793.7418314299616
1.0416666666666667,5.827586206896552,-1780.7510472473102
1.0416666666666667,5.931034482758621,-1768.8824840963696
1.0416666666666667,6.0344827586206895,-1759.1681228493076
1.0416666666666667,6.137931034482759,-1752.2134984002573
1.0416666666666667,6.241379310344827,-1748.0950108366278
1.0416666666666667,6.344827586206897,-1746.6801305764336
1.0416666666666667,6.448275862068965,-1747.439085224703
1.0416666666666667,6.551724137931035,-1749.7638069970762
1.0416666666666667,6.655172413793103,-1752.917587725602
1.0416666666666667,6.758620689655173,-1756.260041068292
1.0416666666666667,6.862068965517241,-1759.1360114191516
1.0416666666666667,6.9655172413793105,-1761.1087681882498
1.0416666666666667,7.068965517241379,-1761.7546602962148
1.0416666666666667,7.172413793103448,-1760.8694122494337
1.0416666666666667,7.275862068965518,-1758.3982677501003
1.0416666666666667,7.379310344827586,-1754.3882288943341
1.0416666666666667,7.482758620689655,-1748.9732741013788
1.0416666666666667,7.586206896551724,-1742.4096090928763
1.0416666666666667,7.689655172413794,-1734.9735592619352
1.0416666666666667,7.793103448275862,-1726.9145980249014
1.0416666666666667,7.896551724137931,-1718.5178834344072
1.0416666666666667,8.0,-1710.1853779983028
1.1458333333333335,5.0,-2174.020173718598
1.1458333333333335,5.103448275862069,-2186.3381924953455
1.1458333333333335,5.206896551724138,-2194.986870112715
1.1458333333333335,5.310344827586207,-2197.846709527281
1.1458333333333335,5.413793103448276,-2194.4221352727336
1.1458333333333335,5.517241379310345,-2185.288904770482
1.1458333333333335,5.620689655172414,-2172.0255897432617
1.1458333333333335,5.724137931034483,-2156.505433886638
1.1458333333333335,5.827586206896552,-2140.755378128077
1.1458333333333335,5.931034482758621,-2126.4203177323943
1.1458333333333335,6.0344827586206895,-2114.8166572814366
1.1458333333333335,6.137931034482759,-2106.565187250275
1.1458333333333335,6.241379310344827,-2101.88334007091
1.1458333333333335,6.344827586206897,-2100.45165498021
1.1458333333333335,6.448275862068965,-2101.71505769865
1.1458333333333335,6.551724137931035,-2104.8558158811134
1.1458333333333335,6.655172413793103,-2109.0620449978455
1.1458333333333335,6.758620689655173,-2113.4681686202007
1.1458333333333335,6.862068965517241,-2117.3389244558202
1.1458333333333335,6.9655172413793105,-2119.9773220561406
1.1458333333333335,7.068965517241379,-2121.09371948626
1.1458333333333335,7.172413793103448,-2120.394028039538
1.1458333333333335,7.275862068965518,-2117.669528153992
1.1458333333333335,7.379310344827586,-2113.0247961363893
1.1458333333333335,7.482758620689655,-2106.7088750514017
1.1458333333333335,7.586206896551724,-2098.90921407682
1.1458333333333335,7.689655172413794,-2090.09694291432
1.1458333333333335,7.793103448275862,-2080.4508371972324
1.1458333333333335,7.896551724137931,-2070.450291231838
1.1458333333333335,8.0,-2060.458544975848
1.25,5.0,-2577.730644760687
1.25,5.103448275862069,-2591.5511578392034
1.25,5.206896551724138,-2601.252791800894
1.25,5.310344827586207,-2604.1047766198735
1.25,5.413793103448276,-2599.4774876007396
1.25,5.517241379310345,-2588.1875156574847
1.25,5.620689655172414,-2572.0611740270724
1.25,5.724137931034483,-2553.4487035279853
1.25,5.827586206896552,-2534.6431306812296
1.25,5.931034482758621,-2517.656463480358
1.25,6.0344827586206895,-2503.9157932703047
1.25,6.137931034482759,-2494.343570590151
1.25,6.241379310344827,-2488.959204779925
1.25,6.344827586206897,-2487.5806891071297
1.25,6.448275862068965,-2489.4056335375026
1.25,6.551724137931035,-2493.4543103927836
1.25,6.655172413793103,-2498.909361007318
1.25,6.758620689655173,-2504.4856951675656
1.25,6.862068965517241,-2509.4047771956843
1.25,6.9655172413793105,-2512.943042950595
1.25,7.068965517241379,-2514.583714765085
1.25,7.172413793103448,-2513.944005017314
1.25,7.275862068965518,-2511.0426338892084
1.25,7.379310344827586,-2505.8244882859053
1.25,7.482758620689655,-2498.4898004451584
1.25,7.586206896551724,-2489.444049578373
1.25,7.689655172413794,-2479.0818450282836
1.25,7.793103448275862,-2467.7259327748775
1.25,7.896551724137931,-2455.9081833648625
1.25,8.0,-2444.0915387495047
1.3541666666666667,5.0,-3017.003451678444
1.3541666666666667,5.103448275862069,-3032.409752279266
1.3541666666666667,5.206896551724138,-3042.970061235787
1.3541666666666667,5.310344827586207,-3045.6714252600214
1.3541666666666667,5.413793103448276,-3039.68065608174
1.3541666666666667,5.517241379310345,-3026.0307940832063
1.3541666666666667,5.620689655172414,-3006.792754514491
1.3541666666666667,5.724137931034483,-2984.7682843414022
1.3541666666666667,5.827586206896552,-2962.5986002856594
1.3541666666666667,5.931034482758621,-2942.626955952403
1.3541666666666667,6.0344827586206895,-2926.6140071351365
1.3541666666666667,6.137931034482759,-2915.5257216458517
1.3541666666666667,6.241379310344827,-2909.4708448427605
1.3541666666666667,6.344827586206897,-2908.122935928025
1.3541666666666667,6.448275862068965,-2910.5826141844977
1.3541666666666667,6.551724137931035,-2915.7303613907475
1.3541666666666667,6.655172413793103,-2922.401031748534
1.3541666666666667,6.758620689655173,-2929.358197485173
1.3541666666666667,6.862068965517241,-2935.4932364192246
1.3541666666666667,6.9655172413793105,-2939.9626942541895
1.3541666666666667,7.068965517241379,-2942.1658122168083
1.3541666666666667,7.172413793103448,-2941.790832505186
1.3541666666666667,7.275862068965518,-2938.597957918755
1.3541666666666667,7.379310344827586,-2932.7025708122123
1.3541666666666667,7.482758620689655,-2924.341214254573
1.3541666666666667,7.586206896551724,-2913.859533555698
1.3541666666666667,7.689655172413794,-2901.75122750611
1.3541666666666667,7.793103448275862,-2888.647354004099
1.3541666666666667,7.896551724137931,-2874.8631434304016
1.3541666666666667,8.0,-2861.0633120903826
1.4583333333333335,5.0,-3491.7658089625256
1.4583333333333335,5.103448275862069,-3509.039264587099
1.4583333333333335,5.206896551724138,-3520.4266182284805
1.4583333333333335,5.310344827586207,-3522.7544241402543
1.4583333333333335,5.413793103448276,-3515.3348605026936
1.4583333333333335,5.517241379310345,-3498.9573663738556
1.4583333333333335,5.620689655172414,-3476.2142692242182
1.4583333333333335,5.724137931034483,-3450.376177600438
1.4583333333333335,5.827586206896552,-3424.482904538749
1.4583333333333335,5.931034482758621,-3401.3211387266706
1.4583333333333335,6.0344827586206895,-3382.9002462925687
1.4583333333333335,6.137931034482759,-3370.1734953203063
1.4583333333333335,6.241379310344827,-3363.423350550683
1.4583333333333335,6.344827586206897,-3362.0327049605835
1.4583333333333335,6.448275862068965,-3365.2320766639955
1.4583333333333335,6.551724137931035,-3371.5670666102865
1.4583333333333335,6.655172413793103,-3379.597548209095
1.4583333333333335,6.758620689655173,-3387.9461338283636
1.4583333333333335,6.862068965517241,-3395.4382410135336
1.4583333333333335,6.9655172413793105,-3400.9045414451602
1.4583333333333335,7.068965517241379,-3403.852496533512
1.4583333333333335,7.172413793103448,-3403.619612536181
1.4583333333333335,7.275862068965518,-3400.214531661139
1.4583333333333335,7.379310344827586,-3393.646175284492
1.4583333333333335,7.482758620689655,-3384.14233975405
1.4583333333333335,7.586206896551724,-3372.1883048700274
1.4583333333333335,7.689655172413794,-3358.3902533240166
1.4583333333333335,7.793103448275862,-3343.221090729125
1.4583333333333335,7.896551724137931,-3327.372914178871
1.4583333333333335,8.0,-3311.3732721923284
1.5625,5.0,-4002.4820871695956
1.5625,5.103448275862069,-4021.2773065096435
1.5625,5.206896551724138,-4033.572803240666
1.5625,5.310344827586207,-4035.5114191273506
1.5625,5.413793103448276,-4026.2712704038686
1.5625,5.517241379310345,-4006.90658492385
1.5625,5.620689655172414,-3980.415215115161
1.5625,5.724137931034483,-3950.4628143101786
1.5625,5.827586206896552,-3920.5881492796666
1.5625,5.931034482758621,-3893.999433488801
1.5625,6.0344827586206895,-3872.8337155852973
1.5625,6.137931034482759,-3858.348564755719
1.5625,6.241379310344827,-3850.7044647771186
1.5625,6.344827586206897,-3849.4245492202085
1.5625,6.448275862068965,-3853.3480043100703
1.5625,6.551724137931035,-3860.983873819295
1.5625,6.655172413793103,-3870.514260308288
1.5625,6.758620689655173,-3880.433241887317
1.5625,6.862068965517241,-3889.299415913486
1.5625,6.9655172413793105,-3895.944211315648
1.5625,7.068965517241379,-3899.6002719986604
1.5625,7.172413793103448,-3899.6739168640047
1.5625,7.275862068965518,-3896.0006633889357
1.5625,7.379310344827586,-3888.6442815806017
1.5625,7.482758620689655,-3877.9455347479256
1.5625,7.586206896551724,-3864.4394819811682
1.5625,7.689655172413794,-3848.6429173278984
1.5625,7.793103448275862,-3831.445138861913
1.5625,7.896551724137931,-3813.2835106901193
1.5625,8.0,-3795.0535965560757
1.6666666666666667,5.0,-4549.1707335387355
1.6666666666666667,5.103448275862069,-4569.62466418699
1.6666666666666667,5.206896551724138,-4582.543457574071
1.6666666666666667,5.310344827586207,-4584.018375537696
1.6666666666666667,5.413793103448276,-4572.695241853027
1.6666666666666667,5.517241379310345,-4550.048183460706
1.6666666666666667,5.620689655172414,-4519.39969860289
1.6666666666666667,5.724137931034483,-4484.950717776838
1.6666666666666667,5.827586206896552,-4450.844394609175
1.6666666666666667,5.931034482758621,-4420.4697778518
1.6666666666666667,6.0344827586206895,-4396.383660706289
1.6666666666666667,6.137931034482759,-4379.958772183814
1.6666666666666667,6.241379310344827,-4371.433614224486
1.6666666666666667,6.344827586206897,-4370.255001863254
1.6666666666666667,6.448275862068965,-4375.001470892138
1.6666666666666667,6.551724137931035,-4383.873311294196
1.6666666666666667,6.655172413793103,-4395.091241585824
1.6666666666666667,6.758620689655173,-4406.7383012073415
1.6666666666666667,6.862068965517241,-4417.160303193221
1.6666666666666667,6.9655172413793105,-4425.093184145429
1.6666666666666667,7.068965517241379,-4429.423809005671
1.6666666666666667,7.172413793103448,-4429.891744720037
1.6666666666666667,7.275862068965518,-4425.907603631673
1.6666666666666667,7.379310344827586,-4417.778330226389
1.6666666666666667,7.482758620689655,-4405.863992374241
1.6666666666666667,7.586206896551724,-4390.669802312123
1.6666666666666667,7.689655172413794,-4372.913063231997
1.6666666666666667,7.793103448275862,-4353.351106285463
1.6666666666666667,7.896551724137931,-4332.764315087663
1.6666666666666667,8.0,-4312.061744508254
1.7708333333333335,5.0,-5131.88550491624
1.7708333333333335,5.103448275862069,-5154.014048822567
1.7708333333333335,5.206896551724138,-5167.688131228791
1.7708333333333335,5.310344827586207,-5168.310769712604
1.7708333333333335,5.413793103448276,-5154.796930718243
1.7708333333333335,5.517241379310345,-5128.59324109619
1.7708333333333335,5.620689655172414,-5093.511832345739
1.7708333333333335,5.724137931034483,-5054.22756643997
1.7708333333333335,5.827586206896552,-5015.381449178801
1.7708333333333335,5.931034482758621,-4980.921256169981
1.7708333333333335,6.0344827586206895,-4953.720239343176
1.7708333333333335,6.137931034482759,-4935.248109829802
1.7708333333333335,6.241379310344827,-4925.817914862674
1.7708333333333335,6.344827586206897,-4924.636673990878
1.7708333333333335,6.448275862068965,-4930.213535961982
1.7708333333333335,6.551724137931035,-4940.52876002827
1.7708333333333335,6.655172413793103,-4953.441235160677
1.7708333333333335,6.758620689655173,-4966.880476474935
1.7708333333333335,6.862068965517241,-4978.978103380079
1.7708333333333335,6.9655172413793105,-4988.184677430284
1.7708333333333335,7.068965517241379,-4993.451492850333
1.7708333333333335,7.172413793103448,-4994.165047317623
1.7708333333333335,7.275862068965518,-4989.973604747092
1.7708333333333335,7.379310344827586,-4981.054344235217
1.7708333333333335,7.482758620689655,-4967.7869965979135
1.7708333333333335,7.586206896551724,-4950.804891817322
1.7708333333333335,7.689655172413794,-4930.899493671002
1.7708333333333335,7.793103448275862,-4908.950393784936
1.7708333333333335,7.896551724137931,-4885.856449152365
1.7708333333333335,8.0,-4862.523472301738
1.875,5.0,-5751.211917316571
1.875,5.103448275862069,-5774.611247233854
1.875,5.206896551724138,-5788.974147027982
1.875,5.310344827586207,-5788.751572216493
1.875,5.413793103448276,-5772.57954161035
1.875,5.517241379310345,-5742.475343981129
1.875,5.620689655172414,-5702.583099524649
1.875,5.724137931034483,-5658.012553750596
1.875,5.827586206896552,-5614.046014975849
1.875,5.931034482758621,-5575.23818119831
1.875,6.0344827586206895,-5544.600667597702
1.875,6.137931034482759,-5524.005196374129
1.875,6.241379310344827,-5513.545616074336
1.875,6.344827586206897,-5512.417800745454
1.875,6.448275862068965,-5518.940564349567
1.875,6.551724137931035,-5530.807226850397
1.875,6.655172413793103,-5545.613385684677
1.875,6.758620689655173,-5560.934748404615
1.875,6.862068965517241,-5574.777508291194
1.875,6.9655172413793105,-5585.437016474858
1.875,7.068965517241379,-5591.622425393378
1.875,7.172413793103448,-5592.606320169108
1.875,7.275862068965518,-5588.143751210842
1.875,7.379310344827586,-5578.389407574189
1.875,7.482758620689655,-5563.642747872734
1.875,7.586206896551724,-5544.820846891048
1.875,7.689655172413794,-5522.647970417078
1.875,7.793103448275862,-5498.156677099013
1.875,7.896551724137931,-5472.3640441556145
1.875,8.0,-5446.168480438721
1.9791666666666667,5.0,-6406.758813678028
1.9791666666666667,5.103448275862069,-6431.679456238451
1.9791666666666667,5.206896551724138,-6446.576507830944
