time,x,y,z,vx,vy,vz,phi,theta,psi,p,q,r
0.01,-3.032422950523677e-06,2.333137551804644e-05,0.0008909197732736396,-0.00011525434192379809,0.005364694805713097,0.17817520384698313,-0.016034703372052126,0.01133170266980314,0.001898936826925854,-3.2091923377451193,2.2603344725644683,0.3978517626247006
0.02,1.451065396818968e-05,0.00013154119145806877,0.003516081421130591,0.0045559181507123705,0.017594428848468298,0.34679397193702616,-0.04724549121965184,0.033945075499809504,0.007203224955435835,-3.059745539235298,2.222531298142147,0.8056277466100121
0.03,0.00010511413355873482,0.0003994604604060643,0.007779182017075333,0.014427604748175064,0.03719866000433973,0.5057117470967325,-0.0766444637720578,0.0563614144413279,0.015601273596004724,-2.89808690680564,2.1450999911230824,1.1468313719232932
0.04,0.00031767247711446834,0.0008963727451408448,0.013584036195445067,0.028866604557180583,0.0632867740874377,0.6551058118506394,-0.10397951999206717,0.07841177440471894,0.026560471625127896,-2.718252472551643,2.0472915541237295,1.429101125300034
0.05,0.0006946512005683858,0.001682875859729723,0.020836576501467894,0.04722796487038072,0.09501135243630501,0.7952221097100918,-0.12901665057087838,0.09998438395026173,0.03963292421040149,-2.523395537725884,1.9334022253754155,1.6590755970216682
0.060000000000000005,0.0012721273104853675,0.0028112856977041568,0.029445358174703118,0.0688828024618976,0.13156433946316007,0.9263383293371447,-0.15158107136320156,0.12096813044699309,0.05444207908224528,-2.3170138619605347,1.809035858626679,1.8428766205634366
0.07,0.0020800438807523657,0.004326033706006583,0.03932181251317131,0.09323639328096978,0.17217789861376595,1.0487506481061648,-0.17155485852849917,0.14126558036251713,0.07067018155089798,-2.102782768113348,1.678919000555855,1.9862433975773186
0.08,0.0031426241270687497,0.006264082510395635,0.05038040854023306,0.11974199333609419,0.21612712572035844,1.162768786747397,-0.1888723658059111,0.16080342011436966,0.08804889144162538,-1.8841719568888715,1.548728923866011,2.094910627947831
0.09,0.004478930497614096,0.008655377563275337,0.06253878425266249,0.14791975873963256,0.2627344633694303,1.2687144279468685,-0.20350118032662873,0.17965848783268534,0.10635098207619796,-1.662058215290179,1.446178641978556,2.1788024538860458
0.09999999999999999,0.0061036938412348885,0.011523356978611366,0.07571788407978892,0.17738222955778737,0.3113769699290793,1.3669255201184245,-0.21544833869215269,0.19788503981303152,0.1253860846116774,-1.4420131174319761,1.3414755853375857,2.2371724473617305
0.10999999999999999,0.00802809793620114,0.014885541038203984,0.08984220010182796,0.20780212239231213,0.3614946639862241,1.4577729778822168,-0.2247692812528021,0.21537646079395073,0.1450061645469152,-1.2274049023669966,1.2336235026726579,2.2747799050880797
0.11999999999999998,0.010260329402825981,0.01875423491781143,0.1048402969090165,0.23890662339859947,0.41260506096024574,1.5416992131844527,-0.23155686126945005,0.23201360037089377,0.16509560747124727,-1.0215250093178543,1.1212445858407212,2.294320081989818
0.12999999999999998,0.012807297013357383,0.023139066961574445,0.12065163185794522,0.2707112118390618,0.4646604197397209,1.6204381928228924,-0.2360518041557725,0.24758969921319754,0.18555769308056574,-0.8495050861580358,0.988131660616899,2.2946876855212777
0.13999999999999999,0.015674834986646135,0.02804772332894672,0.13722586153200156,0.30298256258595185,0.5173157095953461,1.6942966067849363,-0.23850891018389747,0.26190053023250626,0.2063106496460505,-0.687891806088512,0.8496428914348505,2.282279584067914
0.15,0.018866330584511166,0.033484400135408175,0.15451481093128802,0.33546662396950466,0.5702136356261404,1.7634016235617542,-0.23904501328365393,0.274807608529264,0.22728613081219076,-0.5316632020963282,0.7018280530954613,2.258509512314588
0.16,0.022382645763298945,0.03944976013366563,0.17247132618736966,0.36791051510685,0.6230035648941838,1.8278305545734312,-0.2377588478857587,0.2860985435509886,0.24842632936226997,-0.38141760437309125,0.5330574884036537,2.222732770661591
0.17,0.026222107050190863,0.04594097985609995,0.19104885734511282,0.40006406872149186,0.6753363626575716,1.887626301431945,-0.23461746707572068,0.2956941731256985,0.26968272109020935,-0.2096867476555718,0.3797856345580706,2.1859954114902616
0.18000000000000002,0.030380707729564534,0.05295170806605988,0.21020108238051533,0.43171264647409946,0.7268594727653998,1.9427893867338875,-0.2297081520266642,0.30365660706245556,0.29101542233566663,-0.06805737372950654,0.23206208956488947,2.1474691799013943
0.19000000000000003,0.034852388229259214,0.06047220238375648,0.2298813749400269,0.4626566972321533,0.7772497935133423,1.9932579214099357,-0.22325782238577224,0.3099648686671308,0.3123902301499874,0.06689498865473603,0.08223981037292524,2.107121385416174
0.20000000000000004,0.03962886394421228,0.06848921497363557,0.2500410399454908,0.49265079223915476,0.8261266181004345,2.0386805507659793,-0.21537783020789966,0.31457677565371944,0.3337788199934937,0.19477214714977023,-0.06763158949882814,2.0669143064308932
0.21000000000000005,0.044699178322966424,0.07698540048047672,0.27062643675746,0.5214068649736148,0.8730518287823557,2.078418798889581,-0.20617483048701477,0.3175041543728754,0.35515794681597856,0.31672763176739227,-0.2101417466438385,2.0297247473142748
0.22000000000000006,0.05005045680360547,0.08594037284734118,0.2915810549255052,0.548828637042199,0.9178548796994954,2.112537299032468,-0.1957401628128809,0.31872663799234996,0.37650809079357384,0.43446624037257225,-0.35985757890783787,1.9932846170771346
0.23000000000000007,0.05566961682778298,0.09533311002968148,0.3128519315008204,0.5749677149515853,0.9605768000816095,2.141682178001749,-0.18413855892333214,0.3180551311600513,0.39781034731064535,0.5519631566638282,-0.5359733189291399,1.954973823200643
0.24000000000000007,0.06154329883689785,0.10514198716884358,0.33438918452052135,0.5997141502474342,1.001052765054079,2.165824921193724,-0.1713266653562842,0.3150371612043851,0.4190440916523908,0.6881926741640898,-0.7716189301528982,1.9105994609544377
0.25000000000000006,0.06765684278253066,0.11534354375774575,0.35614208264177044,0.6229192109229166,1.0390816323942014,2.1848230896725074,-0.15728521567836592,0.309254936207767,0.4401891620028283,0.8210535303152047,-1.0275274980732423,1.870839199596418
0.26000000000000006,0.0739952578969501,0.1259138838700874,0.3780635777335097,0.6446689381572169,1.074779630229108,2.19955399236466,-0.14211034952225235,0.3006121921218867,0.4612336433127591,0.9499650871566042,-1.2803868378017957,1.8413516309090066
0.2700000000000001,0.0805449605444349,0.1368309394967564,0.40011786412830436,0.6651531147958423,1.1083940920240998,2.211390237621115,-0.12603962862666626,0.28877207440234975,0.4821656621507759,1.0478914174114327,-1.6017766855911306,1.8124382514321487
0.2800000000000001,0.08729407522690695,0.14807501416814078,0.4222832927957406,0.6845207312102884,1.1401507968113551,2.2217908578634535,-0.10943521342187754,0.2733192859173134,0.5029674565866328,1.118711878459491,-1.9367563335292222,1.7944503712139117
0.2900000000000001,0.09422988918410494,0.15962586546666627,0.4445417351683155,0.702465093699314,1.1697226908737992,2.2299966056424685,-0.0925984349928532,0.25430594142708407,0.5236290768637061,1.1707789821207106,-2.2486170452578036,1.791591133803324
0.3000000000000001,0.10133644549170313,0.17145984522946653,0.4668647294271364,0.7186505219172357,1.1967595028550764,2.2346984482647723,-0.07573231003635048,0.23209724643767107,0.5441472185811578,1.2140252857982592,-2.511949568786405,1.8042385721463634
0.3100000000000001,0.10859558996083161,0.1835511453575078,0.489214322257185,0.7329798264559901,1.221179376170674,2.2353072458235217,-0.058817234730298776,0.20763219061804944,0.56452626505621,1.2799857662339262,-2.637087188470005,1.8356292489669912
0.3200000000000001,0.11598927585122121,0.19587411653974943,0.5115495498566247,0.7455731663308159,1.2430988519752872,2.231811224807901,-0.04193166795238447,0.18239135221177047,0.5847802875845496,1.3122224803895552,-2.60448058368083,1.8790792032511299
0.3300000000000001,0.12350132825636577,0.20840493198561108,0.5338313248699101,0.7566708490213263,1.2627594053056954,2.2246021109159093,-0.02532003623020729,0.1569858515459823,0.6049118694041458,1.3301622285882144,-2.6068736197331925,1.9163993490346174
0.34000000000000014,0.13111813430877453,0.22112241174019895,0.5560274319438981,0.7665283015949568,1.2804376874193704,2.2146660932011653,-0.009400246881444113,0.1305994678868032,0.6248939732948839,1.2810844377305453,-2.7379398841071634,1.9472126552496793
0.35000000000000014,0.13882755128172883,0.23400732217278059,0.5781108685327246,0.7751829857829394,1.2962470014699,2.2020583112435115,0.005337699419566716,0.10192375549535804,0.6446995874467224,1.2069723984181726,-3.0047966093226712,1.976573135910666
0.36000000000000015,0.14661724198403048,0.24704126135127238,0.6000529778014315,0.782564072651878,1.310240058203605,2.1863908922778146,0.018667963086052813,0.06969594047530256,0.6643098042123275,1.1229395155894428,-3.3929377134197334,2.009504144555473
0.37000000000000016,0.15447423217723055,0.2602063962652179,0.6218244117167178,0.7886184699319447,1.3224770815866398,2.1679118803081514,0.03041857412823582,0.03301841104450196,0.6837202297396797,1.0279806897505905,-3.8446876628050255,2.0479189480459565
0.38000000000000017,0.1623848961896714,0.2734852924725498,0.6433984286859985,0.7932737557680363,1.332980139355815,2.146893017634471,0.04046750943710299,-0.00851142402171634,0.7029401989820266,0.9348765754834969,-4.3192928274394085,2.08938352440318
0.3900000000000002,0.17033485306118132,0.28686057836254797,0.664750834548925,0.7964529694223058,1.3417410206120914,2.1235712186193867,0.04870308470402336,-0.05508848879603506,0.7219840296359253,0.833588455222096,-4.816592806532248,2.1307064115914116
0.4000000000000002,0.17830894161884608,0.30031467843874793,0.6858595480709433,0.7980795425591115,1.3487282928029878,2.0981316822825935,0.055127890495738706,-0.10662765861515017,0.7408664277186574,0.7566401813060754,-5.281438355877713,2.164925848777021
0.4100000000000002,0.18629128966178454,0.31382959802849886,0.7067042336296423,0.7980850828276048,1.353889919472994,2.0707378998267036,0.059537669262576656,-0.16322465277329556,0.7596034507043512,0.629700899657919,-5.805952586473277,2.1931907588552453
0.4200000000000002,0.1942652251821995,0.32738668823059974,0.7272661593700716,0.7963786066286681,1.3571478259580412,2.041546677050539,0.0617257397529526,-0.22482705737528388,0.7782157105160085,0.5257407724607926,-6.269967348820825,2.2013043596182067
